0.81472,0.63119,0.74487,0.37961,0.42706,0.16888,0.23225,0.77076,0.67912,0.88287,0.15381,0.41196,0.58123,0.23369,0.34302,0.28579,0.9716,0.037828,0.74094,0.602
0.90579,0.35507,0.89227,0.31907,0.95537,0.74517,0.73983,0.6858,0.4855,0.51189,0.96179,0.015292,0.070604,0.97878,0.89484,0.93125,0.58112,0.82755,0.26747,0.21455
0.12699,0.997,0.2426,0.98605,0.72425,0.47713,0.88899,0.86767,0.034718,0.3762,0.87625,0.75067,0.37425,0.94302,0.50416,0.79985,0.96839,0.028262,0.24425,0.67257
0.91338,0.22417,0.1296,0.71818,0.58089,0.65344,0.85981,0.58051,0.11444,0.88376,0.48863,0.062123,0.03359,0.98106,0.56222,0.33107,0.041438,0.36724,0.16536,0.32386
0.63236,0.65245,0.22507,0.41318,0.54026,0.96658,0.59706,0.6261,0.076625,0.24576,0.40708,0.43168,0.40614,0.066964,0.78934,0.73742,0.18863,0.17481,0.60717,0.63414
0.09754,0.60499,0.35001,0.09863,0.70544,0.31303,0.65475,0.11115,0.60782,0.164,0.12658,0.54278,0.65796,0.19526,0.35093,0.56744,0.51976,0.50407,0.61507,0.35558
0.2785,0.38725,0.28708,0.73456,0.0050289,0.076439,0.91501,0.21369,0.23347,0.6586,0.92543,0.61015,0.57524,0.42341,0.22018,0.016064,0.64085,0.49599,0.92751,0.15258
0.54688,0.14219,0.92749,0.63731,0.78252,0.79142,0.43318,0.03637,0.14201,0.25562,0.0055811,0.43623,0.97596,0.53708,0.82283,0.42551,0.34073,0.86488,0.95822,0.084486
0.95751,0.025135,0.051314,0.073842,0.92686,0.36538,0.28976,0.44454,0.53017,0.1576,0.18639,0.081069,0.44164,0.46328,0.076042,0.029378,0.64833,0.57114,0.80181,0.7388
0.96489,0.42111,0.59267,0.12051,0.0082957,0.5851,0.63188,0.32658,0.9303,0.27661,0.32406,0.28396,0.77784,0.62591,0.082186,0.78418,0.35544,0.17102,0.61265,0.83741
0.15761,0.1841,0.1629,0.9816,0.82463,0.18334,0.29542,0.28729,0.6169,0.29871,0.050187,0.073227,0.56946,0.50256,0.30972,0.98081,0.85043,0.90835,0.8884,0.36747
0.97059,0.72578,0.83841,0.4968,0.76734,0.076919,0.62203,0.49645,0.68989,0.0059043,0.14454,0.72998,0.0211,0.79178,0.8555,0.68994,0.5428,0.66364,0.51888,0.12705
0.95717,0.37036,0.16756,0.022414,0.99714,0.15366,0.047534,0.18171,0.23443,0.22865,0.72937,0.34638,0.51227,0.71035,0.4743,0.77969,0.67308,0.50269,0.46333,0.073328
0.48538,0.84156,0.5022,0.053832,0.22765,0.82688,0.99461,0.93379,0.20684,0.67012,0.48228,0.65221,0.40755,0.5694,0.32424,0.59798,0.25657,0.82208,0.2462,0.89222
0.80028,0.73423,0.99933,0.14087,0.91954,0.30096,0.20676,0.94018,0.037366,0.98167,0.33806,0.48176,0.21984,0.1571,0.46004,0.28461,0.12134,0.2877,0.75798,0.23481
0.14189,0.57103,0.35541,0.89347,0.642,0.38388,0.60736,0.59146,0.66336,0.25615,0.23677,0.38259,0.23046,0.6256,0.67417,0.74625,0.040606,0.88097,0.59486,0.7672
0.42176,0.17686,0.047078,0.46582,0.10532,0.65075,0.34763,0.00080862,0.50725,0.61917,0.45086,0.32689,0.43855,0.92583,0.57406,0.69387,0.88794,0.53144,0.0048728,0.48706
0.91574,0.95738,0.21366,0.56086,0.26816,0.81737,0.71774,0.90301,0.4858,0.97183,0.18545,0.10304,0.91989,0.9832,0.84283,0.44252,0.75319,0.092594,0.6532,0.79643
0.79221,0.26532,0.39784,0.49446,0.76384,0.76627,0.027993,0.68289,0.8617,0.49217,0.32425,0.37041,0.31904,0.72317,0.075822,0.41913,0.80208,0.48354,0.95533,0.3086
0.95949,0.92458,0.33367,0.067785,0.80551,0.37418,0.066842,0.073851,0.96551,0.30103,0.26397,0.37744,0.28433,0.18756,0.25985,0.15077,0.44141,0.3218,0.49874,0.50859
0.65574,0.22377,0.2296,0.89765,0.10425,0.18986,0.92706,0.99638,0.75969,0.5971,0.83008,0.4818,0.36378,0.86013,0.68756,0.54029,0.075173,0.54308,0.6046,0.80712
0.035712,0.37356,0.93612,0.28857,0.46976,0.6465,0.087772,0.31446,0.24668,0.54338,0.69636,0.79562,0.49932,0.12906,0.4325,0.19636,0.15423,0.9567,0.7135,0.75031
0.84913,0.0875,0.68319,0.26905,0.21906,0.0036053,0.3324,0.80922,0.67627,0.12977,0.33354,0.69139,0.81352,0.74347,0.32373,0.74918,0.24724,0.36752,0.062977,0.86175
0.93399,0.64012,0.96211,0.59419,0.92271,0.28289,0.52618,0.46145,0.75931,0.55222,0.58023,0.84979,0.23482,0.047878,0.046072,0.71566,0.079226,0.026461,0.18244,0.5533
0.67874,0.18062,0.43797,0.47588,0.32032,0.6386,0.24664,0.58714,0.58619,0.14906,0.28784,0.51228,0.022264,0.6497,0.31035,0.7045,0.85316,0.73951,0.87802,0.79564
0.75774,0.045051,0.94034,0.36831,0.85754,0.59207,0.5429,0.4776,0.82244,0.25855,0.26397,0.85503,0.30112,0.059537,0.42662,0.73629,0.15718,0.32488,0.78564,0.94986
0.74313,0.72317,0.0058343,0.65561,0.25985,0.32529,0.78087,0.55245,0.92684,0.52871,0.2599,0.46544,0.29806,0.91976,0.61557,0.65669,0.61666,0.66529,0.93871,0.74584
0.39223,0.34744,0.61031,0.9382,0.87806,0.98895,0.52188,0.17532,0.63757,0.81338,0.67708,0.26485,0.82593,0.17172,0.24301,0.8911,0.52845,0.49785,0.30021,0.061983
0.65548,0.66062,0.80108,0.62043,0.18827,0.12324,0.93195,0.58724,0.018938,0.71853,0.51983,0.62948,0.1364,0.088046,0.84472,0.49108,0.19122,0.85769,0.85721,0.19035
0.17119,0.38387,0.23298,0.28284,0.75919,0.73588,0.14711,0.1548,0.18434,0.50082,0.076754,0.56273,0.81458,0.30454,0.8828,0.34178,0.75975,0.74863,0.81773,0.74645
0.70605,0.62735,0.93247,0.20518,0.031689,0.15662,0.41677,0.44545,0.026741,0.89398,0.055845,0.54116,0.86109,0.6716,0.92826,0.96271,0.615,0.39792,0.83041,0.10922
0.031833,0.02165,0.76326,0.43913,0.64234,0.43465,0.28029,0.53762,0.935,0.95072,0.25873,0.39331,0.55294,0.20444,0.56263,0.12494,0.15206,0.51411,0.43545,0.97674
0.27692,0.91057,0.82645,0.02725,0.56687,0.83224,0.5981,0.4619,0.48447,0.46236,0.43993,0.42046,0.01853,0.97481,0.30299,0.20861,0.45464,0.58376,0.54058,0.77333
0.046171,0.80056,0.57346,0.87618,0.37641,0.35991,0.036475,0.83411,0.79479,0.2876,0.28429,0.13712,0.50782,0.03956,0.77015,0.15497,0.6821,0.50824,0.9136,0.9943
0.097132,0.74585,0.79258,0.61009,0.21255,0.076238,0.063687,0.99617,0.45684,0.92637,0.67877,0.29218,0.71365,0.49179,0.50722,0.8076,0.28126,0.73387,0.59772,0.31727
0.82346,0.81311,0.32904,0.20359,0.79216,0.55693,0.32288,0.97224,0.49421,0.49633,0.94958,0.0073232,0.69775,0.64093,0.61259,0.067367,0.62486,0.72859,0.0068711,0.73397
0.69483,0.38331,0.22346,0.51992,0.14544,0.27393,0.098379,0.74593,0.42571,0.87733,0.77396,0.9327,0.89346,0.40502,0.68658,0.4906,0.94173,0.19413,0.27234,0.81552
